genre,type,rating
Music,Music,5.25
Music,Music,5.25
Dementia,Movie,5.25
Dementia,Movie,5.25
Music,Movie,5.24
Fantasy,OVA,5.23
Music,Music,5.23
Adventure,Movie,5.23
Psychological,Movie,5.22
Action,Movie,5.22
Mystery,OVA,5.22
Dementia,Movie,5.22
Dementia,Movie,5.21
Slice of Life,ONA,5.21
Music,Music,5.21
Music,Music,5.21
Hentai,Movie,5.2
Music,Music,5.2
Fantasy,Movie,5.19
Dementia,Movie,5.14
Fantasy,Movie,5.19
Action,Movie,5.18
Comedy,OVA,5.18
Action,Movie,5.17
Comedy,Special,5.17
Fantasy,ONA,5.17
Music,Movie,5.16
Comedy,Movie,5.16
Comedy,ONA,5.16
Kids,Movie,5.15
Adventure,Movie,5.15
Comedy,Movie,5.15
Slice of Life,ONA,5.15
Dementia,Movie,5.15
Hentai,Movie,5.15
Music,Music,5.14
Music,Music,5.13
Comedy,TV,5.13
Supernatural,Movie,5.13
Dementia,Movie,5.11
Music,Music,5.13
Music,Music,5.12
Music,Movie,5.12
Hentai,Movie,5.12
Music,Music,5.12
Comedy,Special,5.11
Slice of Life,Movie,5.11
Hentai,Movie,5.12
Dementia,Movie,5.1
Music,Music,5.1
Dementia,Movie,5.1
Adventure,Movie,5.09
Supernatural,Movie,5.09
Comedy,Movie,5.09
Psychological,Movie,5.07
Music,Music,5.08
Dementia,Movie,5.08
Hentai,Movie,5.08
Music,Music,5.07
Historical,Movie,5.08
Historical,Special,5.08
Sports,Movie,5.07
Comedy,ONA,5.07
Music,Music,5.06
Dementia,Movie,5.06
Drama,Movie,5.06
Fantasy,Special,5.06
Slice of Life,Special,5.06
Dementia,Movie,5.06
Hentai,Movie,5.05
Samurai,Movie,5.05
Comedy,TV,5.04
Dementia,Movie,5.04
Music,Music,5.04
Dementia,Movie,5.04
Dementia,Movie,5.03
Music,Music,5.02
Music,ONA,5.02
Music,Special,5.02
Dementia,Movie,5.02
Dementia,Movie,5.02
Music,Music,5.01
Action,ONA,5
Comedy,Movie,5
Comedy,Movie,5
Kids,Movie,4.99
Dementia,Movie,4.99
Action,Movie,4.98
Dementia,Movie,4.98
Comedy,Movie,4.97
Music,Music,4.95
Music,TV,4.95
Sci-Fi,OVA,4.95
Comedy,TV,4.94
Dementia,Movie,4.94
Music,Music,4.93
Comedy,Special,4.93
Shoujo,TV,4.93
Dementia,Movie,4.92
Hentai,Movie,4.92
Music,Music,4.93
Drama,Movie,4.92
Psychological,Special,4.91
Comedy,Movie,4.91
Dementia,Movie,4.91
Dementia,Movie,4.9
Supernatural,Movie,4.89
Psychological,Movie,4.89
Comedy,ONA,4.89
Horror,TV,4.88
Psychological,Movie,4.84
Comedy,Movie,4.88
Comedy,ONA,4.87
Dementia,Movie,4.87
Game,TV,4.86
Fantasy,Movie,4.86
Dementia,Movie,4.86
Fantasy,Movie,4.85
Music,Music,4.85
Music,Movie,4.84
Dementia,Movie,4.83
Dementia,Movie,4.83
Dementia,Movie,4.81
Fantasy,ONA,4.8
Dementia,Movie,4.8
Action,Movie,4.8
Hentai,Movie,4.8
Dementia,Movie,4.79
Music,Music,4.79
Comedy,ONA,4.76
Comedy,OVA,4.76
Magic,ONA,4.74
Kids,Movie,4.74
Comedy,Movie,4.73
Dementia,Movie,4.73
Music,Movie,4.72
Action,OVA,4.72
Samurai,Movie,4.72
Dementia,Movie,4.71
Comedy,TV,4.71
Hentai,Movie,4.71
Dementia,Movie,4.71
Comedy,ONA,4.7
Dementia,Movie,4.7
Dementia,Movie,4.7
Supernatural,Movie,4.69
Psychological,Movie,4.69
Dementia,Movie,4.69
Music,Music,4.68
Dementia,Movie,4.68
Horror,ONA,4.66
Action,Movie,4.67
Comedy,Special,4.65
Comedy,Movie,4.65
Action,Movie,4.64
Dementia,Movie,4.63
Dementia,Movie,4.63
Dementia,Movie,4.62
Military,Movie,4.62
Music,Music,4.62
Adventure,Movie,4.6
Dementia,Movie,4.58
Action,Movie,4.58
Music,Movie,4.57
Dementia,Movie,4.56
Dementia,Special,4.56
Dementia,ONA,4.56
Comedy,ONA,4.55
Comedy,ONA,4.55
Ecchi,OVA,4.54
Dementia,Movie,4.53
Dementia,Movie,4.52
Comedy,Movie,4.52
Comedy,Movie,4.48
Dementia,Movie,4.46
Kids,Movie,4.46
Dementia,Movie,4.46
Dementia,Movie,4.46
Adventure,Movie,4.45
Sci-Fi,Special,4.43
Music,Music,4.43
Action,TV,4.42
Music,Music,4.4
Dementia,Movie,4.4
Military,Movie,4.39
Dementia,ONA,4.38
Dementia,Movie,4.38
Adventure,Movie,4.35
Dementia,Movie,4.32
Dementia,Movie,4.3
Hentai,Movie,4.27
Sci-Fi,TV,4.27
Comedy,Movie,4.27
Vampire,Special,4.24
Dementia,Movie,4.21
Dementia,ONA,4.17
Dementia,Movie,4.17
Dementia,Movie,4.15
Dementia,Movie,4.15
Action,Movie,4.15
Dementia,ONA,4.11
Comedy,ONA,4
Dementia,Movie,4
Fantasy,OVA,3.99
Dementia,Movie,3.99
Dementia,Movie,3.98
Magic,TV,3.91
Psychological,Movie,3.9
Slice of Life,ONA,3.88
Dementia,Movie,3.88
Horror,ONA,3.84
Dementia,Movie,3.8
Dementia,ONA,3.76
Psychological,ONA,3.73
Sports,ONA,3.68
Horror,ONA,3.65
Comedy,Movie,3.63
Romance,ONA,3.6
Dementia,Movie,3.58
Dementia,Movie,3.59
Horror,ONA,3.33
Dementia,Movie,3.32
Dementia,Movie,3.27
Dementia,Movie,2.78
Horror,ONA,2.67
Dementia,Movie,2.67
Kids,Movie,5
Music,Music,4.06
Dementia,Special,4.03
Fantasy,TV,5.57
Comedy,OVA,5.67
Comedy,ONA,5
Comedy,TV,5.29
Kids,TV,5.35
Kids,Movie,5.48
Action,Special,5
Comedy,Movie,4.5
Music,Music,4.54
Comedy,OVA,4.3
Comedy,Special,4.17
Sci-Fi,OVA,5.87
Historical,OVA,5.48
Kids,TV,6.13
Kids,Movie,5.67
Music,Music,3.67
Dementia,Special,5.59
Sports,TV,6.71
Sports,TV,6.5
Comedy,OVA,5.84
Comedy,Movie,5.36
Historical,Special,7.12
Kids,Special,5.97
Slice of Life,OVA,5
Kids,Movie,4.58
Fantasy,Movie,4.4
Kids,Movie,7.6
Kids,Movie,7.6
Kids,Movie,4.74
Comedy,ONA,4
Comedy,TV,4.33
Sports,Special,6.05
Sports,OVA,4.09
Kids,TV,6.14
Historical,Movie,6.75
Comedy,Movie,6
Music,Movie,6
Fantasy,Movie,5.12
Music,Music,3.7
Dementia,Movie,6.17
Music,TV,5.55
Kids,Movie,5.73
Comedy,OVA,4.89
Comedy,Special,6.58
Sports,OVA,6
Drama,Movie,6.57
Comedy,ONA,3.89
Kids,TV,6.33
Comedy,TV,4.79
Music,Music,4.67
Comedy,Special,4.67
Historical,Movie,5.29
Dementia,Movie,4.8
Comedy,Special,4.81
Comedy,TV,6
Hentai,Movie,3.89
Comedy,TV,5.26
Historical,Special,6.17
Kids,OVA,4
Music,Music,5.4
Kids,OVA,6.43
Kids,TV,6.4
Kids,Special,6.89
School,ONA,4.93
Comedy,Movie,6.81
Comedy,Special,5.8
Drama,Movie,6
Adventure,TV,6.58
Adventure,TV,6.58
Slice of Life,ONA,4.87
Action,OVA,5.71
Dementia,Movie,3.61
Sports,OVA,6.13
Comedy,TV,7.13
Music,Music,4.13
Kids,Movie,7.1
Hentai,Movie,5.52
Slice of Life,ONA,6
Slice of Life,ONA,5.2
Comedy,ONA,2.58
Music,Movie,5.28
Kids,OVA,5.86
Comedy,Movie,8.4
Comedy,Movie,6
Hentai,Movie,4.42
Comedy,ONA,4.91
Comedy,ONA,4.81
Comedy,ONA,4.71
Kids,TV,5.77
Comedy,TV,5.63
Comedy,TV,5.08
Comedy,Special,5.33
Kids,OVA,5.71
Kids,Movie,5.8
Kids,Movie,6
Comedy,TV,5.5
Comedy,TV,4.33
Comedy,TV,4.43
Drama,ONA,4.56
Drama,Special,6
Comedy,ONA,3
Kids,Movie,4.78
Kids,Movie,4.59
Historical,Movie,5.31
Comedy,TV,6.15
Comedy,Special,5.7
Comedy,Movie,6
Comedy,OVA,6
Drama,Movie,7.48
Comedy,Movie,6
Comedy,OVA,6
Mecha,ONA,4.86
Comedy,OVA,5
Music,Music,4.79
Dementia,Special,4.04
Comedy,TV,5.78
Comedy,Movie,5
Comedy,Movie,4.29
Fantasy,Movie,6
Historical,OVA,6.5
Comedy,ONA,4.48
Dementia,Movie,4.25
Ecchi,Movie,4.81
Comedy,ONA,4.7
Comedy,Movie,5.23
Comedy,Movie,6.15
Comedy,Movie,5.59
Comedy,TV,6.07
Music,Music,5.51
Horror,ONA,3.89
Comedy,TV,4
Comedy,Movie,7.08
Comedy,Special,3.57
Sports,Movie,5.5
Dementia,Movie,5.67
Drama,OVA,5.36
Kids,Special,5.67
Drama,Movie,7
Drama,OVA,6.35
Fantasy,Movie,5.9
Fantasy,Movie,5.35
Sports,Movie,5.67
Kids,TV,5.68
Kids,TV,6.92
Comedy,Movie,4.51
Comedy,TV,6.79
Drama,OVA,8
Dementia,Movie,3.4
Comedy,TV,5.2
Magic,OVA,4.93
Kids,Movie,6.56
Comedy,TV,6.55
Kids,Movie,4.6
Drama,Special,3.33
Drama,Movie,5.81
Dementia,Movie,4
Space,ONA,4.83
Slice of Life,ONA,3.81
Dementia,Movie,4.91
Fantasy,ONA,3.73
Drama,Special,4.52
Comedy,Special,4.45
Mecha,Movie,3.75
Sports,TV,6.44
Cars,ONA,4.52
Mecha,OVA,4.22
Slice of Life,ONA,4.33
Comedy,TV,5.75
Comedy,TV,5.72
Comedy,ONA,4.4
Hentai,Movie,4.69
Comedy,TV,3.92
Fantasy,Movie,5.71
Kids,Movie,5.24
Kids,TV,8.5
Adventure,OVA,5.14
Kids,TV,5.95
Comedy,Special,6.29
Historical,OVA,6
Comedy,OVA,6.06
Adventure,Movie,7.6
Slice of Life,Special,5.8
Comedy,TV,5.83
Comedy,TV,5.75
Sci-Fi,Movie,6.8
Mecha,OVA,4.77
Comedy,OVA,5
Supernatural,Special,5.13
Music,Music,3.95
Dementia,Movie,4.13
Comedy,TV,5.5
Music,Music,4
Demons,Movie,3.88
Slice of Life,OVA,6.08
Historical,TV,4.75
Comedy,ONA,5.5
Comedy,TV,6.5
Kids,Movie,7
Adventure,Movie,7.22
Kids,ONA,3.75
Dementia,Movie,4.32
Comedy,Movie,5.58
Hentai,Movie,4.11
Slice of Life,Special,4.54
Kids,TV,6.53
Kids,TV,6.67
Kids,Special,6.3
Dementia,ONA,3.02
Fantasy,OVA,7.25
Music,Music,5.24
Hentai,Movie,8.17
Music,Music,4.24
Comedy,TV,5.38
Music,Music,5.34
Kids,TV,6.06
Dementia,Movie,3.9
Music,Music,6.76
Comedy,TV,3.62
Historical,Movie,5.8
Historical,Movie,4.3
Adventure,TV,7.06
Historical,Movie,7
Kids,OVA,6.04
Kids,OVA,6.17
Kids,OVA,6.43
Kids,OVA,5.59
Kids,OVA,6.3
Kids,OVA,6.61
Kids,OVA,6
Kids,Special,6.14
Dementia,Movie,2.69
Comedy,ONA,6.04
Sports,Movie,4.5
Drama,Movie,6.42
Drama,OVA,6.59
Sports,Special,5.52
Horror,OVA,6.17
Historical,Movie,4.92
Drama,Movie,4.22
Drama,Movie,6
Kids,Movie,6.28
Hentai,ONA,4.36
Comedy,ONA,3.97
Hentai,Movie,6.56
Kids,Movie,4.13
Music,Music,4.29
Sci-Fi,TV,6.76
Comedy,TV,6.09
Drama,Movie,5.14
Kids,OVA,5
Comedy,Movie,5
Psychological,Movie,4.74
Fantasy,Movie,5
Kids,TV,6
Hentai,Movie,7.17
Romance,OVA,5.93
Comedy,TV,6.9
Comedy,TV,7.1
Dementia,Movie,4
Drama,OVA,5.5
Comedy,TV,5.44
Hentai,OVA,5.75
Kids,Movie,4.42
Comedy,ONA,6.24
Sci-Fi,ONA,5.4
Comedy,Movie,6.17
Kids,Movie,4.28
Kids,Movie,4.11
Historical,TV,6.68
Dementia,Movie,5.29
Comedy,TV,5.47
Slice of Life,ONA,4.8
Drama,Movie,6
Comedy,Movie,7
Comedy,Movie,6.67
Kids,Movie,4.52
Slice of Life,OVA,6
Drama,Movie,5.64
Music,Music,4.28
Dementia,Movie,3.77
Music,Music,3.53
Slice of Life,Movie,5.4
Comedy,TV,6.8
Kids,Movie,3.5
Kids,OVA,6.25
Kids,Movie,6.13
Comedy,ONA,6.4
Comedy,ONA,4.17
Comedy,ONA,3.92
Comedy,ONA,4.17
Comedy,Special,3.41
Supernatural,Movie,6.28
Drama,Movie,5.33
Fantasy,Movie,7
Fantasy,Movie,6.5
Fantasy,Movie,5.67
Comedy,Movie,6.19
Fantasy,Movie,5.5
Comedy,TV,5.67
Comedy,ONA,4.17
Romance,Movie,4.49
Sports,OVA,5.67
Dementia,Movie,6.76
Slice of Life,Movie,7.25
Historical,Movie,9.33
Comedy,Special,4.6
Sci-Fi,Movie,8
Drama,OVA,5.54
Music,Movie,4.75
Mystery,Special,6.73
Comedy,Special,5.13
Mecha,ONA,7.5
Drama,Special,5
Dementia,Movie,6.75
Hentai,TV,4.33
Kids,Movie,3.89
Comedy,ONA,5.11
Comedy,ONA,4.38
Comedy,ONA,4.45
Comedy,ONA,5.11
Comedy,ONA,4.25
Comedy,ONA,3.74
Comedy,ONA,4.14
Slice of Life,OVA,6.36
Mecha,ONA,4.12
Fantasy,Movie,4.79
Hentai,ONA,4.24
Hentai,Movie,4.46
Kids,OVA,5.67
Kids,TV,8
Kids,TV,5.14
Dementia,Movie,4.49
Music,Movie,4.93
Comedy,OVA,6.04
Sports,Movie,5.2
Hentai,Movie,7.33
Sports,OVA,5.67
Kids,OVA,6.31
Comedy,TV,5.04
Sports,TV,6.5
Kids,Movie,6.12
Kids,OVA,5
Kids,OVA,4
Kids,OVA,5.65
Kids,OVA,4.88
Music,OVA,6.19
Comedy,ONA,4.91
Comedy,ONA,5
Comedy,TV,7
Historical,Movie,4.21
Drama,Movie,5.93
Comedy,TV,4.14
Kids,TV,5.56
Fantasy,Special,3.53
Comedy,ONA,3.46
Kids,Movie,4.56
Dementia,Movie,4.53
Kids,OVA,6.4
Comedy,ONA,4.25
Psychological,Music,5.67
Drama,ONA,5.13
Hentai,Movie,4.75
Comedy,TV,3.4
Dementia,Movie,3.79
Kids,OVA,7.5
Music,TV,5.47
Kids,TV,4
Dementia,Movie,4.25
Kids,TV,6
Kids,TV,4.67
Comedy,TV,5.07
Comedy,TV,3.8
Kids,Movie,4.95
Fantasy,ONA,5.64
Comedy,Special,3
Adventure,Movie,5.74
Comedy,TV,6.3
Fantasy,Movie,5.8
Fantasy,OVA,6.36
Drama,Special,6.6
Kids,TV,6.44
Comedy,Movie,3.2
Sports,ONA,6.64
Comedy,ONA,6.5
Comedy,TV,5.71
Comedy,Special,4.5
Comedy,TV,7.05
Comedy,TV,7.09
Dementia,Movie,5.5
Comedy,Special,6.31
Slice of Life,TV,5.33
Comedy,TV,5.05
Comedy,Special,3.52
Music,Music,3.93
Comedy,TV,6.18
Slice of Life,TV,6.57
Slice of Life,TV,6.3
Kids,TV,6.25
Music,Music,4.89
Slice of Life,TV,5.58
Slice of Life,Special,4.67
Historical,Movie,5.88
Hentai,Movie,4.6
Comedy,Movie,4.43
Adventure,Special,6.08
Music,Music,3.53
Magic,OVA,7.93
Magic,Special,5.09
Comedy,Movie,7.18
Comedy,Movie,6.11
Comedy,Movie,7.02
Comedy,Movie,6.25
Comedy,Movie,6.81
Comedy,Movie,5.41
Dementia,Movie,6.18
Comedy,OVA,5.5
Kids,TV,6.55
Historical,TV,6.87
Historical,TV,6.91
Historical,TV,7.15
Historical,TV,6.17
Drama,TV,6.67
Historical,TV,6.2
Historical,TV,7.55
Historical,TV,5.95
Historical,Movie,6.05
Kids,OVA,5.69
Sci-Fi,Special,6.32
Music,Music,3.93
Comedy,ONA,4.59
Comedy,ONA,3.38
Dementia,Movie,5.9
Comedy,Movie,6.38
Kids,Special,5.67
Comedy,OVA,6.25
Mystery,Special,4.94
Fantasy,Special,4.94
Drama,Movie,8
Comedy,TV,6.9
Dementia,Movie,2.97
Comedy,TV,4.1
Dementia,Movie,3.39
Hentai,Movie,4.04
Comedy,TV,4.78
Drama,Special,4.56
Sports,Special,5.55
Slice of Life,ONA,5.18
Drama,Movie,9
Historical,Movie,5.07
Comedy,Special,5.67
Kids,Movie,4.27
Comedy,OVA,5.89
Kids,TV,4.67
Slice of Life,Movie,9.5
Drama,Movie,5.57
Music,Music,3.65
Kids,TV,4.8
Seinen,OVA,5.05
Historical,TV,6.8
Kids,Movie,6
Slice of Life,Movie,3.96
Comedy,Movie,6.13
Kids,TV,5.42
Drama,OVA,6.2
Kids,Movie,4.04
Music,TV,6.23
Slice of Life,TV,3.8
Slice of Life,ONA,5.14
Sports,Movie,5
Music,Music,3.85
Comedy,TV,5.6
Comedy,Movie,3.52
Comedy,ONA,3.5
Sci-Fi,ONA,6.17
Music,Music,4.93
Adventure,Movie,5.11
Comedy,TV,5.02
Comedy,Movie,3.67
Comedy,Special,8
Historical,Movie,6.43
Music,Music,4.15
Fantasy,OVA,6.72
Comedy,TV,2.8
Kids,TV,4.25
Kids,TV,6.5
Historical,OVA,7.33
Drama,Special,5
Comedy,Movie,5.57
Comedy,ONA,3.43
Comedy,TV,4.55
Romance,ONA,5.24
Kids,OVA,6.25
Supernatural,Special,5.38
Dementia,Movie,3.92
Kids,OVA,7
Fantasy,Movie,4.88
Kids,Movie,6.44
Slice of Life,OVA,8
Comedy,Special,6.07
Comedy,Special,6.67
Historical,TV,5.4
Drama,Movie,4.59
Kids,TV,6.84
Supernatural,Movie,5.5
Comedy,TV,6
Comedy,OVA,5.5
Kids,Movie,4.44
Kids,Movie,4.65
Comedy,TV,6.9
Comedy,TV,6.48
Music,OVA,4.17
Historical,Movie,6.67
Sports,OVA,5.59
Kids,TV,5.33
Music,Music,7.64
Comedy,TV,6.4
Comedy,TV,5.62
Music,Special,5.35
Comedy,TV,6.75
Comedy,TV,4
Comedy,TV,5.44
Comedy,TV,5.1
Drama,Movie,7
Comedy,Special,4.75
Comedy,TV,7.36
Comedy,TV,2.75
Comedy,Movie,4.41
Slice of Life,OVA,5.5
Comedy,Movie,6.43
Slice of Life,OVA,5.31
Kids,Special,3.93
Fantasy,Special,4.67
Fantasy,Special,5.4
Fantasy,ONA,4.5
Supernatural,Movie,6.08
Music,Music,4.51
Comedy,TV,4.98
Comedy,ONA,5.05
Comedy,ONA,4.31
Comedy,TV,6.8
Comedy,TV,7.13
Comedy,TV,5.71
Kids,OVA,5.05
Slice of Life,Movie,4.36
Magic,Movie,5.83
Drama,Movie,7.96
Kids,Movie,4.08
Comedy,Special,6.29
Comedy,Movie,6.52
Comedy,TV,6.83
Kids,Movie,6.33
Historical,TV,6.11
Adventure,Movie,5.5
Seinen,OVA,5.83
Fantasy,OVA,6.2
Hentai,Movie,4.16
Fantasy,Movie,5.64
Comedy,ONA,5.17
Kids,TV,4
Drama,Movie,6.5
Kids,TV,6.55
Comedy,Movie,3.33
Drama,Movie,6.83
Slice of Life,ONA,4.61
Kids,TV,5.35
Comedy,OVA,4.75
Comedy,ONA,3.72
Comedy,TV,7.24
Kids,TV,6.33
Hentai,TV,5.67
Comedy,TV,5.71
Adventure,ONA,4.4
Slice of Life,ONA,4.12
Slice of Life,ONA,3.59
Comedy,TV,5.06
Comedy,TV,5.67
Music,Music,5
Sci-Fi,Movie,5.08
Kids,TV,5.22
Action,Movie,6.4
Kids,Movie,7.57
Kids,Movie,7.14
Kids,Movie,4.37
Kids,TV,5.57
Comedy,ONA,4.85
Kids,Special,6.73
Slice of Life,ONA,4.89
Comedy,ONA,3.39
Comedy,TV,5.49
Comedy,TV,5.79
Kids,Special,3.86
Historical,Movie,6.21
Comedy,TV,6.64
Music,Music,3.85
Adventure,TV,5.21
Adventure,Movie,5.86
Adventure,Special,5.36
Comedy,TV,4.83
Music,Music,3.49
Dementia,Movie,4.4
Kids,Movie,4.92
Slice of Life,TV,6
Kids,TV,5.17
Sci-Fi,TV,5
Mecha,Movie,4.93
Drama,Movie,6
Slice of Life,TV,6.75
Comedy,TV,6.4
Dementia,Movie,3.67
Slice of Life,ONA,4.7
Comedy,TV,7.67
Historical,Movie,5.4
Historical,TV,8.8
Supernatural,TV,5.59
Comedy,ONA,4.29
Drama,OVA,5
Slice of Life,Movie,6.24
Sci-Fi,Special,6.25
Comedy,ONA,6
Comedy,Special,4
Drama,Movie,6.38
Kids,Movie,4.15
Kids,Movie,3.63
Fantasy,OVA,6.16
Historical,Movie,7.2
Drama,Movie,3.8
Kids,OVA,5.23
Drama,Movie,4.75
Historical,ONA,2.84
Hentai,Movie,6.27
Comedy,ONA,4.39
Historical,Movie,6
Music,Music,4.63
Fantasy,OVA,6.49
Comedy,TV,5.92
Historical,OVA,5.75
Dementia,Movie,3.35
Kids,Movie,5.25
Comedy,TV,4.5
Historical,Movie,9
Music,Music,3.54
Dementia,Movie,3.26
Dementia,Movie,3.41
Comedy,Special,5.09
Comedy,TV,6.5
Comedy,OVA,6.69
Kids,Movie,6.57
Music,Music,4.35
Kids,TV,6.27
Fantasy,Movie,7.5
Sports,TV,6.77
Sports,TV,6.91
Seinen,OVA,7.08
Drama,Movie,4.39
Kids,Movie,5.13
Adventure,OVA,6.06
Kids,ONA,4.61
Hentai,Movie,6.29
Comedy,TV,5.35
Drama,Movie,7.19
Kids,TV,4.71
Slice of Life,Movie,8.67
Adventure,TV,7
Drama,Movie,5.93
Sci-Fi,ONA,7
Music,Special,5.55
Kids,OVA,4.91
Comedy,OVA,6
Kids,OVA,5.6
Sports,Movie,7.17
Comedy,TV,5.32
Comedy,ONA,5.09
Comedy,TV,5.52
Adventure,Movie,5.09
Adventure,Movie,6.17
Adventure,Movie,6.41
Adventure,Special,5.29
Music,Music,4.93
Comedy,TV,5
Slice of Life,Movie,8.2
Kids,OVA,4.73
Kids,Movie,5.33
Dementia,Movie,3.5
Mecha,OVA,5.13
Slice of Life,OVA,4.93
Kids,Movie,5.92
Music,Music,4.14
Kids,OVA,6
Romance,OVA,4.7
Dementia,Movie,4.13
Music,Music,5.14
Sci-Fi,Special,8
Kids,TV,6.61
Kids,TV,6.95
Kids,Special,4.67
Kids,TV,5.88
Kids,Special,3.67
Kids,Special,5
Hentai,Movie,7
Drama,Movie,6
Fantasy,TV,5.67
Comedy,TV,3
Comedy,OVA,7
Slice of Life,OVA,4.4
Kids,OVA,3.67
Kids,Movie,4.26
Action,Movie,4.53
Kids,Movie,6.1
Slice of Life,Special,3.54
Music,Special,6.75
Kids,Movie,7.33
Music,OVA,5.81
Historical,Movie,4
Adventure,TV,8.5
Dementia,Movie,4.44
Music,Music,4.86
Comedy,TV,4.33
